"","Dt","DE_SIN","Gn","DNA","Exp","Imp","years","meses","dias_sem","year_month","dia_mes"
"266",2006-09-23,140766002.9,145918294.01,506820,5659111.11,NA,2006,"9","sábado",sept. 2006,30
"267",2006-09-24,125360202.89,131131176.89,44770,5815744,NA,2006,"9","domingo",sept. 2006,30
"268",2006-09-25,145596901.17,150238368.27,32590,4674808.72,751.62,2006,"9","lunes",sept. 2006,30
"269",2006-09-26,148455352.38,152227273.2,9080,3837349.89,56349.07,2006,"9","martes",sept. 2006,30
"270",2006-09-27,150753728.03,151185175.03,28030,463559.01,4082.01,2006,"9","miércoles",sept. 2006,30
"271",2006-09-28,151491962.37,153799996.26,25780,2506220.13,172406.24,2006,"9","jueves",sept. 2006,30
"272",2006-09-29,150722638.4,154276145.79,93190,3649695.12,2997.73,2006,"9","viernes",sept. 2006,30
"273",2006-09-30,141388797.67,145969371.57,51510,4632570.03,486.13,2006,"9","sábado",sept. 2006,30
"274",2006-10-01,124986084.4,129882886.88,145440,5042904.32,661.84,2006,"10","domingo",oct. 2006,31
"275",2006-10-02,146446430.46,150063479.45,33960,3651008.99,NA,2006,"10","lunes",oct. 2006,31
"276",2006-10-03,148007423.94,149529624.73,86700,1610519.79,1619,2006,"10","martes",oct. 2006,31
"277",2006-10-04,148567518.43,152842824.65,133510,4408816.22,NA,2006,"10","miércoles",oct. 2006,31
"278",2006-10-05,151659339.62,156835815.15,24820,5201295.53,NA,2006,"10","jueves",oct. 2006,31
"279",2006-10-06,152990394.21,158438752.57,37390,5485748.36,NA,2006,"10","viernes",oct. 2006,31
"280",2006-10-07,143782088.62,145781454.17,81980,2094088.74,12743.19,2006,"10","sábado",oct. 2006,31
"281",2006-10-08,127880473.53,129978602.33,56530,2164778.55,10119.75,2006,"10","domingo",oct. 2006,31
"282",2006-10-09,148721794.87,151045902.99,48720,2426007.3,53179.18,2006,"10","lunes",oct. 2006,31
"283",2006-10-10,150956203.62,156402827.66,269510,5716134.04,NA,2006,"10","martes",oct. 2006,31
"284",2006-10-11,148078031.82,152852650.85,478330,5252949.03,NA,2006,"10","miércoles",oct. 2006,31
"285",2006-10-12,149172274.56,152725515.12,284040,3901950.13,64669.57,2006,"10","jueves",oct. 2006,31
"286",2006-10-13,148993297.92,153098569.82,120040,4226293.9,982,2006,"10","viernes",oct. 2006,31
"287",2006-10-14,139667093.43,145426429.43,56920,5816256,NA,2006,"10","sábado",oct. 2006,31
"288",2006-10-15,121159013.52,124666006.46,107540,3614532.94,NA,2006,"10","domingo",oct. 2006,31
"289",2006-10-16,123484339.93,124906476.92,122210,1548038.13,3691.14,2006,"10","lunes",oct. 2006,31
"290",2006-10-17,143575059.77,148780714.39,53140,5259912.35,1117.73,2006,"10","martes",oct. 2006,31
"291",2006-10-18,146678416.52,152380998.57,52380,5754962.05,NA,2006,"10","miércoles",oct. 2006,31
"292",2006-10-19,147488656.61,153171647.86,31150,5714141.25,NA,2006,"10","jueves",oct. 2006,31
"293",2006-10-20,145788893.13,151526514.2,35970,5773591.07,NA,2006,"10","viernes",oct. 2006,31
"294",2006-10-21,139125661.78,144790637.78,76080,5741056,NA,2006,"10","sábado",oct. 2006,31
"295",2006-10-22,124743457.86,130432755.86,180110,5869408,NA,2006,"10","domingo",oct. 2006,31
"296",2006-10-23,146233538.2,151988801.93,30170,5785433.73,NA,2006,"10","lunes",oct. 2006,31
"297",2006-10-24,148928197.24,154604346.63,47890,5724039.39,NA,2006,"10","martes",oct. 2006,31
"298",2006-10-25,151041494.58,156655349.28,160490,5774344.7,NA,2006,"10","miércoles",oct. 2006,31
"299",2006-10-26,150754934.44,156460968.53,72950,5778984.09,NA,2006,"10","jueves",oct. 2006,31
"300",2006-10-27,150023858.9,155724427.8,84370,5784938.9,NA,2006,"10","viernes",oct. 2006,31
"301",2006-10-28,142392927.55,148184487.55,9400,5800960,NA,2006,"10","sábado",oct. 2006,31
"302",2006-10-29,125762574.59,131093834.59,505220,5836480,NA,2006,"10","domingo",oct. 2006,31
"303",2006-10-30,146025845.61,151669261.62,123730,5767146.01,NA,2006,"10","lunes",oct. 2006,31
"304",2006-10-31,145104298.08,150658671.24,242770,5797143.16,NA,2006,"10","martes",oct. 2006,31
"305",2006-11-01,146848855.91,152376285.46,208250,5735679.55,NA,2006,"11","miércoles",nov. 2006,30
"306",2006-11-02,149454039.5,152923771.04,225940,3695671.54,NA,2006,"11","jueves",nov. 2006,30
"307",2006-11-03,149413815.76,153139013.76,118250,4311328,467880,2006,"11","viernes",nov. 2006,30
"308",2006-11-04,142153186.43,147064458.43,17360,5048992,120360,2006,"11","sábado",nov. 2006,30
"309",2006-11-05,123866748.73,129205494.73,37030,5486656,110880,2006,"11","domingo",nov. 2006,30
"310",2006-11-06,125522943.62,131166638.96,98370,5742065.34,NA,2006,"11","lunes",nov. 2006,30
"311",2006-11-07,145818789.97,151337089.78,50560,5779603.81,210744,2006,"11","martes",nov. 2006,30
"312",2006-11-08,147023563.51,152668318.39,28890,5750012.88,76368,2006,"11","miércoles",nov. 2006,30
"313",2006-11-09,147626064.01,153203822.82,57130,5778768.81,143880,2006,"11","jueves",nov. 2006,30
"314",2006-11-10,147624438.87,152988114.34,118600,5642427.47,160152,2006,"11","viernes",nov. 2006,30
"315",2006-11-11,140244273.24,145897837.24,93620,5798976,51792,2006,"11","sábado",nov. 2006,30
"316",2006-11-12,123207201.27,128781787.27,202950,5777536,NA,2006,"11","domingo",nov. 2006,30
"317",2006-11-13,126985445.56,132734858.85,107350,5856763.29,NA,2006,"11","lunes",nov. 2006,30
"318",2006-11-14,145170203.83,150388321.83,102650,5320768,NA,2006,"11","martes",nov. 2006,30
"319",2006-11-15,143754838.1,145628771.92,29200,1908198.45,5064.63,2006,"11","miércoles",nov. 2006,30
"320",2006-11-16,145909645.66,151345410.56,84000,5519764.9,NA,2006,"11","jueves",nov. 2006,30
"321",2006-11-17,147748878.76,152285717.66,67690,4604528.9,NA,2006,"11","viernes",nov. 2006,30
"322",2006-11-18,140559457.08,145478554.43,15480,4983945.35,49368,2006,"11","sábado",nov. 2006,30
"323",2006-11-19,124620940.11,130001150.11,27390,5639584,231984,2006,"11","domingo",nov. 2006,30
"324",2006-11-20,145601989.28,150405872.08,29480,5120258.8,286896,2006,"11","lunes",nov. 2006,30
"325",2006-11-21,146725516.74,151499974.74,52710,5040768,213600,2006,"11","martes",nov. 2006,30
"326",2006-11-22,147608227.04,150424247.97,88980,3091072.93,186072,2006,"11","miércoles",nov. 2006,30
"327",2006-11-23,149524661.46,151972187.18,161710,2658553.01,49317.29,2006,"11","jueves",nov. 2006,30
"328",2006-11-24,150215337.57,153671980.66,87040,3543683.09,NA,2006,"11","viernes",nov. 2006,30
"329",2006-11-25,142001751.07,145845541.07,259250,4103040,NA,2006,"11","sábado",nov. 2006,30
"330",2006-11-26,126737675.77,129635729.08,253840,3152277.07,383.76,2006,"11","domingo",nov. 2006,30
"331",2006-11-27,148196611.07,153570543.67,237230,5611162.6,NA,2006,"11","lunes",nov. 2006,30
"332",2006-11-28,150352803.69,155764235.59,32920,5444351.9,NA,2006,"11","martes",nov. 2006,30
"333",2006-11-29,150577969.32,152579161.31,194930,2200266.45,4144.46,2006,"11","miércoles",nov. 2006,30
"334",2006-11-30,151126618.02,154202712.41,173780,3253378.67,3504.28,2006,"11","jueves",nov. 2006,30
"335",2006-12-01,151264349.94,154484322.56,129530,3370788.6,21285.98,2006,"12","viernes",dic. 2006,31
"336",2006-12-02,142742704.17,148482108.17,34100,5773504,NA,2006,"12","sábado",dic. 2006,31
"337",2006-12-03,129071130.26,134798678.26,118500,5846048,NA,2006,"12","domingo",dic. 2006,31
"338",2006-12-04,148429393.36,152232379.2,1009930,4813948.92,1033.08,2006,"12","lunes",dic. 2006,31
"339",2006-12-05,151299091.32,155456139.05,537900,4696222.59,1274.86,2006,"12","martes",dic. 2006,31
"340",2006-12-06,151846149.09,153459325.39,142700,1756898.13,1021.83,2006,"12","miércoles",dic. 2006,31
"341",2006-12-07,150737668.06,154143122.72,335600,3747048.26,5993.6,2006,"12","jueves",dic. 2006,31
"342",2006-12-08,133603133.04,138835085.84,495120,5727072.8,NA,2006,"12","viernes",dic. 2006,31
"343",2006-12-09,139846239.45,143595402.61,471700,4220863.16,NA,2006,"12","sábado",dic. 2006,31
"344",2006-12-10,128382205.54,133377382.4,486830,5482006.86,NA,2006,"12","domingo",dic. 2006,31
"345",2006-12-11,150602402.42,153249200.42,643090,3289888,NA,2006,"12","lunes",dic. 2006,31
"346",2006-12-12,151523063.39,154692785.64,118860,3289719.42,1137.17,2006,"12","martes",dic. 2006,31
"347",2006-12-13,151138237.87,154244401.87,161900,3333152,65088,2006,"12","miércoles",dic. 2006,31
"348",2006-12-14,152259663.24,155242536.74,243310,3226183.5,NA,2006,"12","jueves",dic. 2006,31
"349",2006-12-15,151844304.07,155032282.24,85800,3273778.17,NA,2006,"12","viernes",dic. 2006,31
"350",2006-12-16,142338845.14,145585937.88,63290,3310382.74,NA,2006,"12","sábado",dic. 2006,31
"351",2006-12-17,129510400.91,132747658.98,28610,3265868.07,NA,2006,"12","domingo",dic. 2006,31
"352",2006-12-18,149229295.69,152542279.27,17760,3330743.58,NA,2006,"12","lunes",dic. 2006,31
"353",2006-12-19,151231504.38,154475255.04,134140,3377890.66,NA,2006,"12","martes",dic. 2006,31
"354",2006-12-20,151743017.94,152993460.76,75370,1327560.81,1747.99,2006,"12","miércoles",dic. 2006,31
"355",2006-12-21,150216651.84,151511006,36260,1339893.73,9279.57,2006,"12","jueves",dic. 2006,31
"356",2006-12-22,149649727.1,152918834.73,30320,3299427.63,NA,2006,"12","viernes",dic. 2006,31
"357",2006-12-23,139261260.89,142445529.82,51690,3235958.93,NA,2006,"12","sábado",dic. 2006,31
"358",2006-12-24,125416850.45,128609474.45,89520,3282144,NA,2006,"12","domingo",dic. 2006,31
"359",2006-12-25,114400972.75,117675514.75,5970,3280512,NA,2006,"12","lunes",dic. 2006,31
"360",2006-12-26,139590666.16,142869440.35,25780,3304554.19,NA,2006,"12","martes",dic. 2006,31
"361",2006-12-27,143488294.74,146668750.59,108560,3289021.9,6.05,2006,"12","miércoles",dic. 2006,31
"362",2006-12-28,143446850.91,145124541.65,69910,1748785.93,1185.19,2006,"12","jueves",dic. 2006,31
"363",2006-12-29,142717338.81,144385638,153710,2102119.37,280110.18,2006,"12","viernes",dic. 2006,31
"364",2006-12-30,133562472.91,135227891.01,247160,2088388.57,175810.47,2006,"12","sábado",dic. 2006,31
"365",2006-12-31,122773419.16,126002869.85,96580,3326030.69,NA,2006,"12","domingo",dic. 2006,31
"366",2000-01-01,88141869.5599999,87924259.5599999,8690,NA,208920,2000,"1","sábado",ene. 2000,31
"367",2000-01-02,89124366.89,88753706.89,96580,NA,274080,2000,"1","domingo",ene. 2000,31
"368",2000-01-03,106186254.6,105883784.6,32890,NA,269580,2000,"1","lunes",ene. 2000,31
"369",2000-01-04,109554603.09,109207003.09,62480,NA,285120,2000,"1","martes",ene. 2000,31
"370",2000-01-05,109348213.18,109069263.18,5770,NA,273180,2000,"1","miércoles",ene. 2000,31
"371",2000-01-06,110607542.43,110268342.43,99980,NA,239220,2000,"1","jueves",ene. 2000,31
"372",2000-01-07,110696878.78,110459348.78,36590,NA,200940,2000,"1","viernes",ene. 2000,31
"373",2000-01-08,104153335.13,103902515.13,7100,NA,243720,2000,"1","sábado",ene. 2000,31
"374",2000-01-09,91441682.38,90874822.38,52540,NA,514320,2000,"1","domingo",ene. 2000,31
"375",2000-01-10,93270676.39,92732896.39,50460,NA,487320,2000,"1","lunes",ene. 2000,31
"376",2000-01-11,110490942.4,110073362.4,42100,NA,375480,2000,"1","martes",ene. 2000,31
"377",2000-01-12,113476839.3,113070539.3,51160,NA,355140,2000,"1","miércoles",ene. 2000,31
"378",2000-01-13,113625422.55,113282502.55,30680,NA,312240,2000,"1","jueves",ene. 2000,31
"379",2000-01-14,114219279.89,113889059.89,37840,NA,292380,2000,"1","viernes",ene. 2000,31
"380",2000-01-15,107875092.3,107444682.3,113010,NA,317400,2000,"1","sábado",ene. 2000,31
"381",2000-01-16,94422180.54,93947560.54,270680,NA,203940,2000,"1","domingo",ene. 2000,31
"382",2000-01-17,113448703.02,105721383.02,7413340,NA,313980,2000,"1","lunes",ene. 2000,31
"383",2000-01-18,114470766.72,110882026.72,3363980,NA,224760,2000,"1","martes",ene. 2000,31
"384",2000-01-19,115794232.77,112173862.77,3254610,NA,365760,2000,"1","miércoles",ene. 2000,31
"385",2000-01-20,115932359.05,115610269.05,41530,NA,280560,2000,"1","jueves",ene. 2000,31
"386",2000-01-21,115752497.95,115227517.95,176200,NA,348780,2000,"1","viernes",ene. 2000,31
"387",2000-01-22,109056096.87,108954366.87,8850,NA,92880,2000,"1","sábado",ene. 2000,31
"388",2000-01-23,96088512.1999999,95445922.1999999,575870,NA,66720,2000,"1","domingo",ene. 2000,31
"389",2000-01-24,114748681.22,114531391.22,37170,NA,180120,2000,"1","lunes",ene. 2000,31
"390",2000-01-25,116928802.62,116481732.62,143470,NA,303600,2000,"1","martes",ene. 2000,31
"391",2000-01-26,118082921.43,117392191.43,375010,NA,315720,2000,"1","miércoles",ene. 2000,31
"392",2000-01-27,117088392.34,116358642.34,413730,NA,316020,2000,"1","jueves",ene. 2000,31
"393",2000-01-28,117417775.82,116670905.82,301910,NA,444960,2000,"1","viernes",ene. 2000,31
"394",2000-01-29,110649169.14,110357549.14,69980,NA,221640,2000,"1","sábado",ene. 2000,31
"395",2000-01-30,97439937.71,97164547.71,12230,NA,263160,2000,"1","domingo",ene. 2000,31
"396",2000-01-31,114703337.19,114259457.19,104640,NA,339240,2000,"1","lunes",ene. 2000,31
"397",2000-02-01,115992430.38,115275010.38,496740,NA,220680,2000,"2","martes",feb. 2000,29
"398",2000-02-02,115980619.62,114629089.62,1097310,NA,254220,2000,"2","miércoles",feb. 2000,29
"399",2000-02-03,115882965.18,114556775.18,1092490,NA,233700,2000,"2","jueves",feb. 2000,29
"400",2000-02-04,116588363.21,115293923.21,1006140,NA,288300,2000,"2","viernes",feb. 2000,29
"401",2000-02-05,109095315.28,107869505.28,1021330,NA,204480,2000,"2","sábado",feb. 2000,29
"402",2000-02-06,95702105.18,94613575.18,896230,NA,192300,2000,"2","domingo",feb. 2000,29
"403",2000-02-07,115120488.23,113825578.23,972890,NA,322020,2000,"2","lunes",feb. 2000,29
"404",2000-02-08,117811747.63,116625937.63,949110,NA,236700,2000,"2","martes",feb. 2000,29
"405",2000-02-09,118308769.37,117275139.37,783370,NA,250260,2000,"2","miércoles",feb. 2000,29
"406",2000-02-10,118641841.29,118248321.29,14740,NA,378780,2000,"2","jueves",feb. 2000,29
"407",2000-02-11,116699522.54,115443232.54,965770,NA,290520,2000,"2","viernes",feb. 2000,29
"408",2000-02-12,110733452.92,109904392.92,507880,NA,321180,2000,"2","sábado",feb. 2000,29
"409",2000-02-13,97654373.19,97195903.19,262870,NA,195600,2000,"2","domingo",feb. 2000,29
"410",2000-02-14,116257236.32,115830936.32,132240,NA,294060,2000,"2","lunes",feb. 2000,29
"411",2000-02-15,117977307.94,117659897.94,15130,NA,302280,2000,"2","martes",feb. 2000,29
"412",2000-02-16,117684513.98,117283143.98,51210,NA,350160,2000,"2","miércoles",feb. 2000,29
"413",2000-02-17,117995296.09,117627246.09,46690,NA,321360,2000,"2","jueves",feb. 2000,29
"414",2000-02-18,117151145.93,116818195.93,7210,NA,325740,2000,"2","viernes",feb. 2000,29
"415",2000-02-19,109654621.91,109395161.91,5660,NA,253800,2000,"2","sábado",feb. 2000,29
"416",2000-02-20,96307426.9299999,95982086.9299999,16460,NA,308880,2000,"2","domingo",feb. 2000,29
"417",2000-02-21,115614200.75,115241880.75,143900,NA,228420,2000,"2","lunes",feb. 2000,29
"418",2000-02-22,117632574.92,117110474.92,85360,NA,436740,2000,"2","martes",feb. 2000,29
"419",2000-02-23,118321388.23,117845218.23,148270,NA,327900,2000,"2","miércoles",feb. 2000,29
"420",2000-02-24,118447513.55,117992753.55,163400,NA,291360,2000,"2","jueves",feb. 2000,29
"421",2000-02-25,116552548.19,115994718.19,157090,NA,400740,2000,"2","viernes",feb. 2000,29
"422",2000-02-26,109193576.36,108769296.36,70940,NA,353340,2000,"2","sábado",feb. 2000,29
"423",2000-02-27,96149598.16,95790788.16,134890,NA,223920,2000,"2","domingo",feb. 2000,29
"424",2000-02-28,113125691.01,112706331.01,97520,NA,321840,2000,"2","lunes",feb. 2000,29
"425",2000-02-29,115990101.49,115587611.49,118270,NA,284220,2000,"2","martes",feb. 2000,29
"426",2000-03-01,116433353.34,115972653.34,152900,NA,307800,2000,"3","miércoles",mar. 2000,31
"427",2000-03-02,117179433.85,116900573.85,94900,NA,183960,2000,"3","jueves",mar. 2000,31
"428",2000-03-03,116135075.24,115701525.24,117410,NA,316140,2000,"3","viernes",mar. 2000,31
"429",2000-03-04,108187202.21,107730552.21,93410,NA,363240,2000,"3","sábado",mar. 2000,31
"430",2000-03-05,95988690.74,95641530.74,97080,NA,250080,2000,"3","domingo",mar. 2000,31
"431",2000-03-06,114292840.23,113761780.23,228540,NA,302520,2000,"3","lunes",mar. 2000,31
"432",2000-03-07,115186378.43,114589318.43,202560,NA,394500,2000,"3","martes",mar. 2000,31
"433",2000-03-08,116722906.43,116283646.43,115500,NA,323760,2000,"3","miércoles",mar. 2000,31
"434",2000-03-09,117190823.71,116884053.71,9290,NA,297480,2000,"3","jueves",mar. 2000,31
"435",2000-03-10,116921195.95,116615475.95,6620,NA,299100,2000,"3","viernes",mar. 2000,31
"436",2000-03-11,109623278.09,109290128.09,11730,NA,321420,2000,"3","sábado",mar. 2000,31
"437",2000-03-12,96428551.88,95984561.88,79910,NA,364080,2000,"3","domingo",mar. 2000,31
"438",2000-03-13,116085526.84,115767526.84,40080,NA,277920,2000,"3","lunes",mar. 2000,31
"439",2000-03-14,118303184.94,117866544.94,142700,NA,293940,2000,"3","martes",mar. 2000,31
"440",2000-03-15,117723667.2,117286107.2,73900,NA,363660,2000,"3","miércoles",mar. 2000,31
"441",2000-03-16,118620773.2,118259713.2,61060,NA,3e+05,2000,"3","jueves",mar. 2000,31
"442",2000-03-17,118503333.06,118136613.06,72240,NA,294480,2000,"3","viernes",mar. 2000,31
"443",2000-03-18,111003679.76,110605639.76,75060,NA,322980,2000,"3","sábado",mar. 2000,31
"444",2000-03-19,96124733.16,95369003.16,522270,NA,233460,2000,"3","domingo",mar. 2000,31
"445",2000-03-20,96996729.9,96488869.9,274340,NA,233520,2000,"3","lunes",mar. 2000,31
"446",2000-03-21,115233047.24,105816727.24,9154300,NA,262020,2000,"3","martes",mar. 2000,31
"447",2000-03-22,117974798.27,116921498.27,816060,NA,237240,2000,"3","miércoles",mar. 2000,31
"448",2000-03-23,117312305.51,116748275.51,350490,NA,213540,2000,"3","jueves",mar. 2000,31
"449",2000-03-24,116720844.52,116144784.52,439860,NA,136200,2000,"3","viernes",mar. 2000,31
"450",2000-03-25,109513860.56,109010960.56,230200,NA,272700,2000,"3","sábado",mar. 2000,31
"451",2000-03-26,96397568.79,95964208.79,172300,NA,261060,2000,"3","domingo",mar. 2000,31
"452",2000-03-27,115792865.96,115393955.96,86550,NA,312360,2000,"3","lunes",mar. 2000,31
"453",2000-03-28,117099830.32,116711130.32,232400,NA,156300,2000,"3","martes",mar. 2000,31
"454",2000-03-29,118720267.22,118021267.22,449760,NA,249240,2000,"3","miércoles",mar. 2000,31
"455",2000-03-30,118766866.45,118636676.45,24830,NA,105360,2000,"3","jueves",mar. 2000,31
"456",2000-03-31,118019584.7,117796214.7,94190,NA,129180,2000,"3","viernes",mar. 2000,31
"457",2000-04-01,110573567.74,110188517.74,58890,NA,326160,2000,"4","sábado",abr. 2000,30
"458",2000-04-02,96414383.55,95984553.55,220910,NA,208920,2000,"4","domingo",abr. 2000,30
"459",2000-04-03,115879790.06,115601480.06,31530,NA,246780,2000,"4","lunes",abr. 2000,30
"460",2000-04-04,116828467.22,116564037.22,64750,NA,199680,2000,"4","martes",abr. 2000,30
"461",2000-04-05,115939762.93,115509162.93,195160,NA,235440,2000,"4","miércoles",abr. 2000,30
"462",2000-04-06,117477284.68,116966944.68,320020,NA,190320,2000,"4","jueves",abr. 2000,30
"463",2000-04-07,118080032.52,117899872.52,45100,NA,135060,2000,"4","viernes",abr. 2000,30
"464",2000-04-08,110215965.18,109802635.18,134030,NA,279300,2000,"4","sábado",abr. 2000,30
"465",2000-04-09,97613142.1,97171262.1,171340,NA,270540,2000,"4","domingo",abr. 2000,30
"466",2000-04-10,115097768.14,114797288.14,111180,NA,189300,2000,"4","lunes",abr. 2000,30
"467",2000-04-11,117682150,117310620,57670,NA,313860,2000,"4","martes",abr. 2000,30
"468",2000-04-12,119268566.61,118928646.61,66920,NA,273000,2000,"4","miércoles",abr. 2000,30
"469",2000-04-13,118133845.44,117786955.44,64050,NA,282840,2000,"4","jueves",abr. 2000,30
"470",2000-04-14,117166203.33,116695923.33,100320,NA,369960,2000,"4","viernes",abr. 2000,30
"471",2000-04-15,110700541.03,110550941.03,54380,NA,95220,2000,"4","sábado",abr. 2000,30
"472",2000-04-16,97211888.2,97100418.2,111470,NA,NA,2000,"4","domingo",abr. 2000,30
"473",2000-04-17,113859746.75,113485906.75,125800,NA,248040,2000,"4","lunes",abr. 2000,30
"474",2000-04-18,114833261.68,114606921.68,52400,NA,173940,2000,"4","martes",abr. 2000,30
"475",2000-04-19,112404384.25,112142404.25,51140,NA,210840,2000,"4","miércoles",abr. 2000,30
